ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4355	"ENSG00000166986.8"	"MARS"	chr12	+	57883049	57883341	57883049	57883128	57883206	57883341	4355	28,8	464,365	22,16	354,318	176	99	0.29215331618	1.0	0.033,0.012	0.034,0.028	-0.009
4356	"ENSG00000166986.8"	"MARS"	chr12	+	57909898	57910120	57909898	57909941	57910027	57910120	4356	27,89	2,0	39,35	2,2	184	99	0.243049303127	1.0	0.879,1.0	0.913,0.904	0.031
4357	"ENSG00000166986.8"	"MARS"	chr12	+	57910027	57910438	57910027	57910120	57910217	57910438	4357	36,61	388,433	31,21	416,342	195	99	0.0097190318155	1.0	0.045,0.067	0.036,0.03	0.023
4358	"ENSG00000198276.9"	"UCKL1"	chr20	-	62577049	62577267	62577049	62577075	62577157	62577267	4358	0,2	15,58	1,0	39,36	180	99	0.673080523874	1.0	0.0,0.019	0.014,0.0	0.002
4359	"ENSG00000198276.9"	"UCKL1"	chr20	-	62577157	62577620	62577157	62577267	62577513	62577620	4359	176,204	5,2	138,116	7,5	197	99	0.0582981453813	1.0	0.946,0.981	0.908,0.921	0.049
4360	"ENSG00000198276.9"	"UCKL1"	chr20	-	62577157	62577620	62577157	62577341	62577513	62577620	4360	79,80	5,4	65,38	3,2	197	99	0.902837167628	1.0	0.888,0.91	0.916,0.905	-0.012
4361	"ENSG00000198276.9"	"UCKL1"	chr20	-	62577157	62577620	62577157	62577352	62577513	62577620	4361	71,93	2,0	59,33	1,0	197	99	0.865550498571	1.0	0.947,1.0	0.967,1.0	-0.01
4362	"ENSG00000198276.9"	"UCKL1"	chr20	-	62572169	62572396	62572169	62572209	62572302	62572396	4362	1,2	121,86	1,0	70,60	191	99	0.879907011461	1.0	0.004,0.012	0.007,0.0	0.005
4363	"ENSG00000198276.9"	"UCKL1"	chr20	-	62572302	62572561	62572302	62572396	62572462	62572561	4363	5,6	37,32	6,3	25,18	164	99	0.522521566329	1.0	0.075,0.102	0.127,0.091	-0.021
4364	"ENSG00000198276.9"	"UCKL1"	chr20	-	62572302	62572561	62572302	62572396	62572488	62572561	4364	10,39	1,6	33,23	3,2	190	99	0.487436466031	1.0	0.839,0.772	0.851,0.857	-0.048
4365	"ENSG00000198276.9"	"UCKL1"	chr20	-	62577157	62577620	62577157	62577328	62577513	62577620	4365	92,103	111,104	78,46	98,80	197	99	0.147426966618	1.0	0.294,0.332	0.286,0.224	0.058
4366	"ENSG00000161999.7"	"JMJD8"	chr16	-	733321	733598	733321	733441	733529	733598	4366	20,48	83,82	25,18	55,38	186	99	0.57615632897	1.0	0.114,0.238	0.195,0.201	-0.022
4367	"ENSG00000161999.7"	"JMJD8"	chr16	-	733860	734155	733860	733909	734065	734155	4367	4,6	15,9	2,1	11,7	197	99	0.447918794303	1.0	0.118,0.251	0.084,0.067	0.109
4368	"ENSG00000161999.7"	"JMJD8"	chr16	-	733684	733909	733684	733781	733860	733909	4368	8,5	36,32	6,4	24,17	177	99	0.542260465528	1.0	0.111,0.08	0.123,0.116	-0.024
4369	"ENSG00000161999.7"	"JMJD8"	chr16	-	733684	734155	733684	733781	733909	734155	4369	10,11	2,9	7,4	2,1	197	99	0.523986224813	1.0	0.715,0.381	0.638,0.668	-0.105
436	"ENSG00000100918.8"	"REC8"	chr14	+	24642107	24642407	24642107	24642250	24642334	24642407	436	0,0	3,0	1,0	4,3	182	99	1	1.0	0.0,NA	0.12,0.0	-0.06
4371	"ENSG00000119844.10"	"AFTPH"	chr2	+	64806619	64808407	64806619	64806680	64808323	64808407	4371	9,3	0,0	5,3	1,1	197	99	1	1.0	1.0,1.0	0.715,0.601	0.342
4372	"ENSG00000168591.11"	"TMUB2"	chr17	+	42266302	42266956	42266302	42266667	42266778	42266956	4372	29,34	0,0	35,26	1,0	197	99	1	1.0	1.0,1.0	0.946,1.0	0.027
4373	"ENSG00000168591.11"	"TMUB2"	chr17	+	42266389	42266956	42266389	42266459	42266791	42266956	4373	21,35	0,1	10,11	0,0	197	99	1	1.0	1.0,0.946	1.0,1.0	-0.027
4374	"ENSG00000168591.11"	"TMUB2"	chr17	+	42266302	42266667	42266302	42266459	42266574	42266667	4374	73,48	1,0	59,43	1,1	197	99	0.624626680172	1.0	0.973,1.0	0.967,0.956	0.025
4376	"ENSG00000167110.12"	"GOLGA2"	chr9	-	131024841	131025371	131024841	131024983	131025312	131025371	4376	15,29	192,143	22,14	188,126	197	99	0.613394154539	1.0	0.038,0.092	0.056,0.053	0.011
437	"ENSG00000100918.8"	"REC8"	chr14	+	24646914	24647146	24646914	24646964	24647073	24647146	437	0,6	0,3	2,3	0,0	197	99	1	1.0	NA,0.501	1.0,1.0	-0.499
4386	"ENSG00000144224.12"	"UBXN4"	chr2	+	136511108	136511847	136511108	136511137	136511728	136511847	4386	7,27	11,9	11,7	12,8	197	99	0.422989376282	1.0	0.242,0.601	0.315,0.305	0.111
4387	"ENSG00000101574.10"	"METTL4"	chr18	-	2552693	2555037	2552693	2552763	2554667	2555037	4387	3,7	41,59	5,3	35,24	197	99	0.471397125291	1.0	0.035,0.056	0.067,0.059	-0.018
4388	"ENSG00000181789.10"	"COPG1"	chr3	+	128971465	128971798	128971465	128971537	128971718	128971798	4388	2,0	152,171	1,2	170,115	197	99	1	1.0	0.007,0.0	0.003,0.009	-0.003
4389	"ENSG00000041357.11"	"PSMA4"	chr15	+	78834518	78834987	78834518	78834561	78834824	78834987	4389	3,16	393,378	8,6	395,348	197	99	0.548417322983	1.0	0.004,0.021	0.01,0.009	0.003
4390	"ENSG00000041357.11"	"PSMA4"	chr15	+	78834518	78834987	78834518	78834561	78834917	78834987	4390	660,714	17,14	643,584	13,9	197	99	0.480022418155	1.0	0.951,0.962	0.961,0.97	-0.009
4393	"ENSG00000188827.6"	"SLX4"	chr16	-	3650979	3652308	3650979	3651192	3652118	3652308	4393	1,12	8,7	8,4	7,4	197	99	0.621548078018	1.0	0.059,0.463	0.365,0.334	-0.089
4394	"ENSG00000143442.17"	"POGZ"	chr1	-	151379082	151379499	151379082	151379107	151379386	151379499	4394	11,10	8,8	11,5	8,6	197	99	0.864069048068	1.0	0.409,0.386	0.409,0.295	0.045
4397	"ENSG00000041515.11"	"MYO16"	chr13	+	109431889	109432400	109431889	109431937	109432152	109432400	4397	4,34	1,6	15,13	4,3	197	99	0.659589727621	1.0	0.668,0.74	0.653,0.685	0.035
4398	"ENSG00000140474.8"	"ULK3"	chr15	-	75132574	75132982	75132574	75132657	75132838	75132982	4398	43,37	21,7	33,20	18,11	197	99	0.231601867107	1.0	0.507,0.726	0.48,0.477	0.138
439	"ENSG00000100918.8"	"REC8"	chr14	+	24649005	24649460	24649005	24649112	24649215	24649460	439	0,0	1,1	2,1	3,1	197	99	1	1.0	0.0,0.0	0.251,0.334	-0.292
43	"ENSG00000102879.11"	"CORO1A"	chr16	+	30196529	30198041	30196529	30196728	30197918	30198041	43	1,2	3,9	2,0	9,7	197	99	0.47092163767	1.0	0.143,0.1	0.1,0.0	0.071
4400	"ENSG00000140474.8"	"ULK3"	chr15	-	75134620	75135017	75134620	75134761	75134879	75135017	4400	21,5	1,2	20,14	2,2	197	99	0.891103932471	1.0	0.913,0.557	0.834,0.779	-0.071
4401	"ENSG00000140474.8"	"ULK3"	chr15	-	75134620	75135017	75134620	75134758	75134875	75135017	4401	39,14	1,0	33,26	1,0	197	99	1	1.0	0.951,1.0	0.943,1.0	0.004
4402	"ENSG00000140474.8"	"ULK3"	chr15	-	75134620	75135017	75134620	75134761	75134875	75135017	4402	19,3	2,3	14,10	5,4	197	99	0.811591008622	1.0	0.827,0.334	0.585,0.557	0.01
4403	"ENSG00000140474.8"	"ULK3"	chr15	-	75134415	75134761	75134415	75134459	75134620	75134761	4403	38,19	0,2	21,13	1,0	197	99	0.660728020594	1.0	1.0,0.827	0.913,1.0	-0.043
4404	"ENSG00000140474.8"	"ULK3"	chr15	-	75130780	75131026	75130780	75130845	75130983	75131026	4404	4,0	28,15	2,1	17,12	197	99	0.713868057831	1.0	0.067,0.0	0.056,0.04	-0.014
4405	"ENSG00000140474.8"	"ULK3"	chr15	-	75134415	75134761	75134415	75134536	75134620	75134761	4405	22,15	50,30	13,8	45,33	182	99	0.117706586651	1.0	0.193,0.214	0.136,0.117	0.077
4406	"ENSG00000105221.12"	"AKT2"	chr19	-	40741796	40742292	40741796	40742011	40742163	40742292	4406	12,20	81,92	16,10	60,48	197	99	0.360534288936	1.0	0.069,0.098	0.118,0.095	-0.023
4407	"ENSG00000105221.12"	"AKT2"	chr19	-	40742163	40743998	40742163	40742292	40743875	40743998	4407	85,36	155,147	43,26	131,100	197	99	0.267235745125	1.0	0.216,0.11	0.142,0.116	0.034
4408	"ENSG00000105221.12"	"AKT2"	chr19	-	40739574	40739858	40739574	40739654	40739782	40739858	4408	0,239	0,10	100,106	2,2	197	99	1	1.0	NA,0.923	0.962,0.964	-0.04
4409	"ENSG00000136485.10"	"DCAF7"	chr17	+	61660862	61661073	61660862	61660889	61660890	61661073	4409	1,0	18,37	0,0	5,9	99	99	1	1.0	0.053,0.0	0.0,0.0	0.026
440	"ENSG00000064545.10"	"TMEM161A"	chr19	-	19243160	19243563	19243160	19243242	19243465	19243563	440	63,93	3,2	65,51	3,2	197	99	0.614555801904	1.0	0.913,0.959	0.916,0.928	0.014
4410	"ENSG00000136485.10"	"DCAF7"	chr17	+	61666361	61671628	61666361	61666599	61671564	61671628	4410	317,309	5,7	308,243	9,6	197	99	0.399589281771	1.0	0.97,0.957	0.945,0.953	0.015
4413	"ENSG00000153179.7"	"RASSF3"	chr12	+	65004292	65004523	65004292	65004321	65004398	65004523	4413	0,2	0,1	2,2	0,0	175	99	1	1.0	NA,0.531	1.0,1.0	-0.469
4414	"ENSG00000146263.7"	"MMS22L"	chr6	-	97711210	97715878	97711210	97711324	97715757	97715878	4414	25,26	7,1	22,18	2,1	197	99	0.714999833685	1.0	0.642,0.929	0.847,0.9	-0.088
4415	"ENSG00000146263.7"	"MMS22L"	chr6	-	97711210	97715878	97711210	97711324	97715747	97715878	4415	0,2	23,21	1,1	22,17	197	99	0.884358172864	1.0	0.0,0.046	0.022,0.029	-0.003
4416	"ENSG00000146263.7"	"MMS22L"	chr6	-	97717777	97720757	97717777	97717868	97720579	97720757	4416	3,1	28,16	4,2	25,21	197	99	0.707978039174	1.0	0.051,0.03	0.074,0.046	-0.02
4418	"ENSG00000172037.9"	"LAMB2"	chr3	-	49158546	49159025	49158546	49158795	49158865	49159025	4418	11,9	20,23	10,6	14,8	168	99	0.305568502054	1.0	0.245,0.187	0.296,0.307	-0.085
441	"ENSG00000064545.10"	"TMEM161A"	chr19	-	19232116	19232477	19232116	19232230	19232333	19232477	441	25,12	52,44	15,12	39,28	197	99	0.82061733737	1.0	0.195,0.121	0.162,0.177	-0.011
4420	"ENSG00000048162.15"	"NOP16"	chr5	-	175815235	175815599	175815235	175815344	175815433	175815599	4420	13,17	287,245	14,9	224,195	187	99	0.959987575105	1.0	0.023,0.035	0.032,0.024	0.001
4421	"ENSG00000117308.10"	"GALE"	chr1	-	24124606	24125220	24124606	24124715	24125104	24125220	4421	126,113	4,3	91,78	3,2	197	99	0.941451076129	1.0	0.941,0.95	0.938,0.951	0.001
4422	"ENSG00000117308.10"	"GALE"	chr1	-	24124606	24125220	24124606	24124720	24125104	24125220	4422	16,15	115,97	8,6	82,71	197	99	0.239487527833	1.0	0.065,0.072	0.047,0.041	0.025
4423	"ENSG00000117308.10"	"GALE"	chr1	-	24122998	24123272	24122998	24123076	24123186	24123272	4423	32,12	111,184	23,18	136,116	197	99	0.769080386132	1.0	0.127,0.032	0.078,0.072	0.005
4424	"ENSG00000117308.10"	"GALE"	chr1	-	24123365	24123597	24123365	24123432	24123523	24123597	4424	2,0	74,69	1,1	60,64	189	99	0.933682188916	1.0	0.014,0.0	0.009,0.008	-0.002
4425	"ENSG00000197622.8"	"CDC42SE1"	chr1	-	151027491	151028469	151027491	151027602	151028152	151028469	4425	172,227	355,355	207,158	365,311	197	99	0.781690750447	1.0	0.196,0.243	0.222,0.203	0.007
4426	"ENSG00000197622.8"	"CDC42SE1"	chr1	-	151027491	151028469	151027491	151027700	151028152	151028469	4426	133,187	5,0	133,105	1,1	197	99	0.811202845527	1.0	0.93,1.0	0.985,0.981	-0.018
4429	"ENSG00000120699.8"	"EXOSC8"	chr13	+	37577070	37578698	37577070	37577144	37578652	37578698	4429	48,73	295,255	67,42	198,173	197	99	0.110014535397	1.0	0.076,0.126	0.145,0.109	-0.026
442	"ENSG00000064545.10"	"TMEM161A"	chr19	-	19243160	19243563	19243160	19243317	19243465	19243563	442	1,8	49,62	6,4	47,36	197	99	0.405514240926	1.0	0.01,0.061	0.06,0.053	-0.021
4430	"ENSG00000120699.8"	"EXOSC8"	chr13	+	37577070	37578698	37577070	37577144	37578613	37578698	4430	46,71	1,5	63,42	4,1	197	99	0.884876866462	1.0	0.959,0.877	0.888,0.955	-0.004
4431	"ENSG00000048740.13"	"CELF2"	chr10	+	11370888	11374591	11370888	11371060	11372418	11374591	4431	4,5	8,12	5,3	17,13	197	99	0.357970787935	1.0	0.201,0.173	0.129,0.104	0.071
4433	"ENSG00000130204.8"	"TOMM40"	chr19	+	45404464	45404709	45404464	45404567	45404644	45404709	4433	8,1	2,2	8,6	1,1	175	99	0.372213304685	1.0	0.694,0.22	0.819,0.772	-0.339
4438	"ENSG00000174365.15"	"SNHG11"	chr20	+	37078978	37079564	37078978	37079090	37079175	37079564	4438	25,12	43,26	16,14	29,22	183	99	0.731310316834	1.0	0.239,0.2	0.23,0.256	-0.023
443	"ENSG00000166165.8"	"CKB"	chr14	-	103988154	103988514	103988154	103988287	103988359	103988514	443	8,1	540,564	4,3	497,372	170	99	1	1.0	0.009,0.001	0.005,0.005	-0.0
4440	"ENSG00000229833.5"	"PET100"	chr19	+	7695458	7695738	7695458	7695545	7695639	7695738	4440	1,2	0,1	6,3	0,0	192	99	1	1.0	1.0,0.508	1.0,1.0	-0.246
4442	"ENSG00000168283.9"	"BMI1"	chr10	+	22615359	22615915	22615359	22615490	22615818	22615915	4442	24,44	244,247	25,19	228,188	197	99	0.266703524754	1.0	0.047,0.082	0.052,0.048	0.014
4444	"ENSG00000149577.11"	"SIDT2"	chr11	+	117060050	117060741	117060050	117060117	117060667	117060741	4444	6,3	48,39	2,1	45,29	197	99	0.290433863788	1.0	0.059,0.037	0.022,0.017	0.029
4445	"ENSG00000186480.8"	"INSIG1"	chr7	+	155093960	155094728	155093960	155094127	155094515	155094728	4445	1178,475	0,2	788,780	1,0	197	99	1	1.0	1.0,0.992	0.997,1.0	-0.002
4447	"ENSG00000161013.12"	"MGAT4B"	chr5	-	179226505	179227068	179226505	179226636	179226953	179227068	4447	24,19	102,85	20,12	99,63	197	99	0.618802668059	1.0	0.106,0.101	0.092,0.087	0.014
4451	"ENSG00000099949.14"	"LZTR1"	chr22	+	21350251	21351090	21350251	21350401	21350984	21351090	4451	13,19	166,83	16,9	118,87	197	99	0.871392784493	1.0	0.038,0.103	0.064,0.049	0.014
4452	"ENSG00000099949.14"	"LZTR1"	chr22	+	21350984	21351255	21350984	21351090	21351174	21351255	4452	14,10	141,118	13,11	133,98	182	99	0.714030198163	1.0	0.051,0.044	0.05,0.058	-0.007
4454	"ENSG00000168958.15"	"MFF"	chr2	+	228193393	228195562	228193393	228193505	228195341	228195562	4454	5,4	63,66	5,3	67,47	197	99	0.972605754221	1.0	0.038,0.03	0.036,0.031	0.001
4456	"ENSG00000088832.10"	"FKBP1A"	chr20	-	1349621	1350716	1349621	1349683	1350415	1350716	4456	346,464	32,61	426,332	47,35	197	99	0.795804300443	1.0	0.845,0.793	0.82,0.827	-0.004
4457	"ENSG00000143033.13"	"MTF2"	chr1	+	93575786	93575985	93575786	93575803	93575883	93575985	4457	54,51	0,0	53,37	1,0	178	99	0.57291007792	1.0	1.0,1.0	0.967,1.0	0.016
4458	"ENSG00000008710.13"	"PKD1"	chr16	-	2141781	2142189	2141781	2141907	2142047	2142189	4458	11,25	62,61	9,6	61,40	197	99	0.0789332325399	1.0	0.082,0.171	0.069,0.07	0.057
4459	"ENSG00000008710.13"	"PKD1"	chr16	-	2153266	2153896	2153266	2153357	2153432	2153896	4459	23,47	1,0	6,5	0,0	173	99	1	1.0	0.929,1.0	1.0,1.0	-0.035
445	"ENSG00000166165.8"	"CKB"	chr14	-	103988359	103988842	103988359	103988514	103988637	103988842	445	3,6	444,489	7,4	475,367	197	99	1	1.0	0.003,0.006	0.007,0.005	-0.001
4460	"ENSG00000008710.13"	"PKD1"	chr16	-	2142480	2142912	2142480	2142593	2142837	2142912	4460	2,16	1,0	6,5	0,0	197	99	1	1.0	0.501,1.0	1.0,1.0	-0.25
4463	"ENSG00000008710.13"	"PKD1"	chr16	-	2147728	2147985	2147728	2147778	2147868	2147985	4463	16,7	5,10	7,6	6,4	188	99	0.803944656205	1.0	0.628,0.269	0.381,0.441	0.037
4464	"ENSG00000008710.13"	"PKD1"	chr16	-	2155322	2156025	2155322	2155475	2155865	2156025	4464	7,9	28,24	8,5	10,7	197	99	0.0501415179913	1.0	0.112,0.159	0.287,0.264	-0.14
4465	"ENSG00000008710.13"	"PKD1"	chr16	-	2155322	2156025	2155322	2155708	2155865	2156025	4465	3,8	4,4	7,5	3,2	197	99	0.417765716634	1.0	0.274,0.501	0.54,0.557	-0.161
4467	"ENSG00000136270.9"	"TBRG4"	chr7	-	45148425	45148886	45148425	45148682	45148821	45148886	4467	672,590	2,6	551,469	6,4	197	99	0.374706138611	1.0	0.994,0.98	0.979,0.983	0.006
4468	"ENSG00000168883.15"	"USP39"	chr2	+	85875883	85876403	85875883	85875976	85876139	85876403	4468	221,189	5,9	174,136	10,6	197	99	0.285367464258	1.0	0.957,0.913	0.897,0.919	0.027
4469	"ENSG00000134575.5"	"ACP2"	chr11	-	47269191	47269684	47269191	47269278	47269588	47269684	4469	1,0	36,12	2,1	24,16	197	99	0.405100659271	1.0	0.014,0.0	0.04,0.03	-0.028
446	"ENSG00000143947.8"	"RPS27A"	chr2	+	55461254	55462098	55461254	55461340	55461966	55462098	446	14,17	3801,4542	9,6	4074,3218	197	99	1	1.0	0.002,0.002	0.001,0.001	0.001
4470	"ENSG00000103496.10"	"STX4"	chr16	+	31050861	31051139	31050861	31050972	31051043	31051139	4470	13,5	35,17	8,3	22,15	169	99	0.843132676398	1.0	0.179,0.147	0.176,0.105	0.022
4471	"ENSG00000103496.10"	"STX4"	chr16	+	31051043	31051489	31051043	31051139	31051232	31051489	4471	5,0	52,71	2,1	37,27	191	99	0.683896631736	1.0	0.047,0.0	0.027,0.019	0.001
4473	"ENSG00000103496.10"	"STX4"	chr16	+	31045546	31045857	31045546	31045646	31045782	31045857	4473	28,18	50,48	23,16	50,30	197	99	0.853007981318	1.0	0.22,0.159	0.188,0.211	-0.01
4478	"ENSG00000125459.10"	"MSTO1"	chr1	+	155581006	155581394	155581006	155581146	155581339	155581394	4478	30,30	7,8	24,17	7,4	197	99	0.882674561576	1.0	0.683,0.653	0.633,0.681	0.011
4480	"ENSG00000125459.10"	"MSTO1"	chr1	+	155581006	155581394	155581006	155581082	155581217	155581394	4480	18,24	3,0	22,18	0,0	197	99	1	1.0	0.751,1.0	1.0,1.0	-0.125
4481	"ENSG00000159352.11"	"PSMD4"	chr1	+	151237307	151237710	151237307	151237504	151237641	151237710	4481	10,18	0,3	15,11	2,1	197	99	0.798310537498	1.0	1.0,0.751	0.79,0.847	0.057
4482	"ENSG00000159352.11"	"PSMD4"	chr1	+	151238479	151238915	151238479	151238684	151238783	151238915	4482	5,0	0,0	4,3	1,0	197	99	1	1.0	1.0,NA	0.668,1.0	0.166
4483	"ENSG00000159352.11"	"PSMD4"	chr1	+	151238479	151238915	151238479	151238588	151238783	151238915	4483	23,11	280,311	19,15	230,195	197	99	0.217210764536	1.0	0.04,0.017	0.04,0.037	-0.01
4484	"ENSG00000159352.11"	"PSMD4"	chr1	+	151238479	151238915	151238479	151238597	151238783	151238915	4484	9,1	16,8	5,4	14,11	197	99	0.853795493683	1.0	0.22,0.059	0.152,0.155	-0.014
4485	"ENSG00000159352.11"	"PSMD4"	chr1	+	151237307	151237710	151237307	151237394	151237641	151237710	4485	16,16	599,464	16,12	530,503	197	99	0.73476772484	1.0	0.013,0.017	0.015,0.012	0.001
4486	"ENSG00000175197.6"	"DDIT3"	chr12	-	57911051	57911536	57911051	57911221	57911488	57911536	4486	111,149	187,188	123,75	216,169	197	99	0.0540383278851	1.0	0.23,0.285	0.222,0.182	0.055
4487	"ENSG00000175197.6"	"DDIT3"	chr12	-	57911051	57911536	57911051	57911207	57911488	57911536	4487	273,329	45,38	320,234	35,24	197	99	0.215053868646	1.0	0.753,0.813	0.821,0.831	-0.043
4488	"ENSG00000175197.6"	"DDIT3"	chr12	-	57911051	57911536	57911051	57911378	57911488	57911536	4488	132,174	2,0	164,105	3,1	197	99	0.410557485341	1.0	0.971,1.0	0.965,0.981	0.013
4489	"ENSG00000175197.6"	"DDIT3"	chr12	-	57911051	57911536	57911051	57911242	57911488	57911536	4489	18,205	1,1	109,84	1,2	197	99	0.708844583848	1.0	0.9,0.99	0.982,0.955	-0.023
448	"ENSG00000137309.15"	"HMGA1"	chr6	+	34204649	34205094	34204649	34204740	34204980	34205094	448	23,19	376,303	18,14	241,173	197	99	0.362593816561	1.0	0.03,0.031	0.036,0.039	-0.007
4490	"ENSG00000175197.6"	"DDIT3"	chr12	-	57911051	57911536	57911051	57911325	57911488	57911536	4490	104,154	2,0	140,91	1,1	197	99	0.914471500315	1.0	0.963,1.0	0.986,0.979	-0.001
44	"ENSG00000130529.11"	"TRPM4"	chr19	+	49691897	49692348	49691897	49692027	49692202	49692348	44	4,1	30,28	3,2	25,16	197	99	0.54720474369	1.0	0.063,0.018	0.057,0.059	-0.017
4503	"ENSG00000103335.15"	"PIEZO1"	chr16	-	88793964	88794251	88793964	88794069	88794194	88794251	4503	24,21	3,8	20,11	5,4	197	99	0.745399720909	1.0	0.801,0.569	0.668,0.58	0.061
4504	"ENSG00000103335.15"	"PIEZO1"	chr16	-	88793964	88794251	88793964	88794069	88794183	88794251	4504	24,13	0,0	13,10	1,1	197	99	1	1.0	1.0,1.0	0.867,0.834	0.149
4508	"ENSG00000125445.6"	"MRPS7"	chr17	+	73261782	73262454	73261782	73262045	73262273	73262454	4508	135,150	2,4	136,115	1,1	197	99	0.404757794081	1.0	0.971,0.95	0.986,0.983	-0.024
450	"ENSG00000137309.15"	"HMGA1"	chr6	+	34211244	34211489	34211244	34211295	34211392	34211489	450	7,17	3,2	9,7	2,2	195	99	0.978262551071	1.0	0.542,0.812	0.696,0.64	0.009
4510	"ENSG00000132781.13"	"MUTYH"	chr1	-	45798434	45798996	45798434	45798506	45798589	45798996	4510	18,16	54,15	13,9	29,21	181	99	0.646251199628	1.0	0.154,0.368	0.197,0.19	0.068
4511	"ENSG00000132781.13"	"MUTYH"	chr1	-	45798589	45798996	45798589	45798631	45798956	45798996	4511	4,1	0,0	7,5	1,0	197	99	1	1.0	1.0,1.0	0.779,1.0	0.111
4512	"ENSG00000132781.13"	"MUTYH"	chr1	-	45798434	45798996	45798434	45798506	45798956	45798996	4512	12,14	3,3	10,7	1,1	197	99	0.727268782386	1.0	0.668,0.701	0.834,0.779	-0.122
4513	"ENSG00000132781.13"	"MUTYH"	chr1	-	45798434	45798996	45798434	45798842	45798956	45798996	4513	0,14	61,36	8,7	34,22	197	99	0.161373067981	1.0	0.0,0.163	0.106,0.138	-0.04
4514	"ENSG00000132781.13"	"MUTYH"	chr1	-	45798434	45798842	45798434	45798506	45798768	45798842	4514	14,15	0,0	12,8	1,1	197	99	1	1.0	1.0,1.0	0.858,0.801	0.17
4516	"ENSG00000132781.13"	"MUTYH"	chr1	-	45797418	45797758	45797418	45797601	45797694	45797758	4516	15,38	0,1	2,3	0,0	191	99	1	1.0	1.0,0.952	1.0,1.0	-0.024
4517	"ENSG00000177830.13"	"CHID1"	chr11	-	869213	869956	869213	869345	869857	869956	4517	34,0	0,1	22,18	0,0	197	99	0.158829819206	1.0	1.0,0.0	1.0,1.0	-0.5
4518	"ENSG00000173113.2"	"TRMT112"	chr11	-	64084162	64084619	64084162	64084440	64084529	64084619	4518	4,29	503,537	16,13	440,340	187	99	0.523137740338	1.0	0.004,0.028	0.019,0.02	-0.003
451	"ENSG00000141524.11"	"TMC6"	chr17	-	76116257	76117245	76116257	76116913	76117093	76117245	451	40,27	139,119	38,23	120,92	197	99	0.642687886354	1.0	0.126,0.102	0.137,0.112	-0.011
4520	"ENSG00000204394.8"	"VARS"	chr6	-	31750306	31750622	31750306	31750410	31750497	31750622	4520	29,9	236,260	14,13	201,160	185	99	0.908179298356	1.0	0.062,0.018	0.036,0.042	0.001
4521	"ENSG00000204394.8"	"VARS"	chr6	-	31748670	31748900	31748670	31748715	31748795	31748900	4521	0,0	275,341	2,2	276,243	178	99	1	1.0	0.0,0.0	0.004,0.005	-0.005
4522	"ENSG00000204394.8"	"VARS"	chr6	-	31749467	31749729	31749467	31749538	31749623	31749729	4522	13,2	307,214	6,5	275,247	183	99	0.509088606783	1.0	0.022,0.005	0.012,0.011	0.002
4523	"ENSG00000156482.6"	"RPL30"	chr8	-	99057170	99057627	99057170	99057316	99057574	99057627	4523	148,28	7753,8192	68,31	8457,6723	197	99	1	1.0	0.01,0.002	0.004,0.002	0.003
4524	"ENSG00000175203.11"	"DCTN2"	chr12	-	57926766	57927086	57926766	57926805	57927020	57927086	4524	17,13	213,235	16,11	191,147	197	99	0.528107865721	1.0	0.039,0.027	0.04,0.036	-0.005
4530	"ENSG00000213199.3"	"ASIC3"	chr7	+	150747567	150747951	150747567	150747695	150747929	150747951	4530	9,24	1,0	7,8	0,0	197	99	1	1.0	0.819,1.0	1.0,1.0	-0.091
4531	"ENSG00000213199.3"	"ASIC3"	chr7	+	150749252	150749561	150749252	150749324	150749502	150749561	4531	9,14	21,16	16,8	17,8	197	99	0.302124593035	1.0	0.177,0.305	0.321,0.334	-0.087
4532	"ENSG00000135341.13"	"MAP3K7"	chr6	-	91260186	91261898	91260186	91260268	91261767	91261898	4532	21,16	77,87	15,11	68,49	197	99	0.976718945208	1.0	0.121,0.085	0.1,0.101	0.003
4533	"ENSG00000157778.4"	"PSMG3"	chr7	-	1608759	1609629	1608759	1608996	1609481	1609629	4533	64,62	2,1	48,39	2,1	197	99	0.599619664889	1.0	0.941,0.969	0.923,0.951	0.018
4536	"ENSG00000203965.8"	"EFCAB7"	chr1	+	64033980	64036799	64033980	64034190	64036691	64036799	4536	2,6	25,10	2,1	26,16	197	99	0.174935744214	1.0	0.039,0.232	0.037,0.03	0.102
4537	"ENSG00000130816.10"	"DNMT1"	chr19	-	10270693	10271094	10270693	10270739	10271059	10271094	4537	8,2	623,537	4,3	491,421	197	99	1	1.0	0.006,0.002	0.004,0.004	0.0
4539	"ENSG00000272679.1"	"RP11-216L13.18"	chr9	+	139720052	139720278	139720052	139720122	139720230	139720278	4539	15,21	0,2	6,6	1,0	197	99	0.467925304375	1.0	1.0,0.841	0.751,1.0	0.045
453	"ENSG00000141524.11"	"TMC6"	chr17	-	76121806	76122447	76121806	76121965	76122357	76122447	453	20,35	89,141	27,19	119,85	197	99	0.852291802802	1.0	0.101,0.111	0.102,0.101	0.005
