ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3888	"ENSG00000183077.11"	"AFMID"	chr17	+	76201520	76201599	76201683	76201834	76198783	76198832	76202026	76202131	3888	3,3	6,6	7,7	5,4	177	197	0.117262300225	1.0	0.358,0.358	0.609,0.661	-0.277
3889	"ENSG00000183077.11"	"AFMID"	chr17	+	76201520	76201599	76201683	76201819	76198783	76198832	76202026	76202131	3889	3,3	9,10	7,7	11,7	177	197	0.17184857824	1.0	0.271,0.25	0.415,0.527	-0.21
3890	"ENSG00000183077.11"	"AFMID"	chr17	+	76200908	76200981	76201520	76201599	76198783	76198832	76202026	76202131	3890	20,4	4,5	16,12	8,7	171	177	0.868819946332	1.0	0.838,0.453	0.674,0.64	-0.012
3891	"ENSG00000183077.11"	"AFMID"	chr17	+	76200908	76200981	76201683	76201834	76198783	76198832	76202026	76202131	3891	18,0	6,6	13,11	5,4	171	197	0.293659876384	1.0	0.776,0.0	0.75,0.76	-0.367
3892	"ENSG00000183077.11"	"AFMID"	chr17	+	76200908	76200981	76201683	76201819	76198783	76198832	76202026	76202131	3892	18,0	9,10	13,11	11,7	171	197	0.355279385988	1.0	0.697,0.0	0.577,0.644	-0.262
3893	"ENSG00000183077.11"	"AFMID"	chr17	+	76198783	76198832	76202026	76202131	76187050	76187141	76202991	76203321	3893	5,9	123,106	7,4	100,60	147	197	0.720344319557	1.0	0.052,0.102	0.086,0.082	-0.007
3895	"ENSG00000126261.8"	"UBA2"	chr19	+	34922765	34922836	34924252	34924317	34919277	34919475	34925772	34925873	3895	0,41	0,236	29,28	121,162	169	163	1	1.0	NA,0.144	0.188,0.143	-0.021
3896	"ENSG00000126261.8"	"UBA2"	chr19	+	34922747	34922836	34924252	34924317	34921480	34921564	34925772	34925873	3896	6,3	216,344	2,2	142,144	187	163	0.757721121257	1.0	0.024,0.008	0.012,0.012	0.004
3897	"ENSG00000126261.8"	"UBA2"	chr19	+	34945348	34945461	34949673	34949829	34945164	34945258	34951374	34951471	3897	316,419	377,413	193,178	207,210	197	197	0.771927193584	1.0	0.456,0.504	0.483,0.459	0.009
3898	"ENSG00000172354.5"	"GNB2"	chr7	+	100275374	100275441	100275720	100275922	100275120	100275283	100276020	100276237	3898	167,279	400,692	101,123	216,276	165	197	0.441818846664	1.0	0.333,0.325	0.358,0.347	-0.023
3899	"ENSG00000120253.9"	"NUP43"	chr6	-	150059778	150059914	150063525	150063706	150057606	150057758	150064773	150064851	3899	180,234	101,91	223,176	100,79	197	197	0.824886588533	1.0	0.641,0.72	0.69,0.69	-0.009
3900	"ENSG00000120253.9"	"NUP43"	chr6	-	150059778	150059914	150063525	150063728	150057606	150057758	150064773	150064851	3900	0,0	53,0	1,1	17,35	197	197	1	1.0	0.0,NA	0.056,0.028	-0.042
3901	"ENSG00000117054.9"	"ACADM"	chr1	+	76194085	76194173	76198328	76198426	76190451	76190502	76198537	76198607	3901	156,84	256,223	115,117	252,230	186	196	0.950564054592	1.0	0.391,0.284	0.325,0.349	0.001
3903	"ENSG00000175061.13"	"C17orf76-AS1"	chr17	+	16342640	16342728	16342973	16343017	16342351	16342374	16343498	16343567	3903	4956,5582	97,134	5025,3947	130,94	186	142	0.350262252528	1.0	0.975,0.97	0.967,0.97	0.004
3904	"ENSG00000175061.13"	"C17orf76-AS1"	chr17	+	16344387	16344444	16364206	16364559	16343498	16343567	16366146	16366255	3904	1435,1460	3,5	1442,1124	5,2	155	197	1	1.0	0.998,0.997	0.997,0.999	-0.0
3905	"ENSG00000255717.2"	"SNHG1"	chr11	-	62621489	62621536	62622604	62622688	62621272	62621305	62622895	62622932	3905	203,348	89,114	179,148	60,52	182	145	0.635282911435	1.0	0.645,0.709	0.704,0.694	-0.022
3906	"ENSG00000255717.2"	"SNHG1"	chr11	-	62621489	62621536	62621990	62622023	62621272	62621305	62622895	62622932	3906	31,58	89,114	28,24	74,62	131	145	0.623374155825	1.0	0.278,0.36	0.295,0.3	0.022
3907	"ENSG00000255717.2"	"SNHG1"	chr11	-	62621489	62621536	62622604	62622680	62621272	62621305	62622895	62623339	3907	3,1	89,114	1,1	60,52	174	145	0.886281981151	1.0	0.027,0.007	0.014,0.016	0.002
3908	"ENSG00000255717.2"	"SNHG1"	chr11	-	62621990	62622023	62622604	62622688	62621272	62621305	62622895	62623218	3908	370,293	67,25	438,426	66,68	182	131	0.467852559364	1.0	0.799,0.894	0.827,0.818	0.024
3909	"ENSG00000255717.2"	"SNHG1"	chr11	-	62621990	62622023	62622604	62622680	62621272	62621305	62622895	62623339	3909	0,6	67,25	3,2	66,68	174	131	0.354199075787	1.0	0.0,0.153	0.033,0.022	0.049
390	"ENSG00000135164.14"	"DMTF1"	chr7	+	86794249	86794366	86795798	86795921	86792810	86792933	86800310	86800405	390	31,20	49,69	37,26	58,40	197	197	0.202241115221	1.0	0.388,0.225	0.389,0.394	-0.085
3910	"ENSG00000255717.2"	"SNHG1"	chr11	-	62622359	62622410	62622604	62622688	62621990	62622023	62622895	62622960	3910	602,589	298,358	667,588	337,250	182	149	0.173861320972	1.0	0.623,0.574	0.618,0.658	-0.039
3913	"ENSG00000152683.10"	"SLC30A6"	chr2	+	32422775	32422895	32429675	32429761	32418957	32419052	32431954	32432002	3913	4,7	3,7	1,1	3,3	197	184	0.318174540196	1.0	0.555,0.483	0.237,0.237	0.282
3914	"ENSG00000152683.10"	"SLC30A6"	chr2	+	32422775	32422895	32429658	32429761	32418957	32419052	32431954	32432002	3914	4,7	11,14	3,3	8,9	197	197	0.817613297331	1.0	0.267,0.333	0.273,0.25	0.039
3915	"ENSG00000152683.10"	"SLC30A6"	chr2	+	32418957	32419052	32422412	32422461	32417986	32418022	32422775	32422895	3915	6,52	0,15	15,20	2,3	193	147	0.654690307965	1.0	1.0,0.725	0.851,0.835	0.02
3916	"ENSG00000159377.6"	"PSMB4"	chr1	+	151373189	151373321	151373714	151373831	151372917	151373064	151374017	151374106	3916	0,3	528,827	0,1	396,455	197	197	1	1.0	0.0,0.004	0.0,0.002	0.001
3917	"ENSG00000159377.6"	"PSMB4"	chr1	+	151373239	151373321	151373714	151373831	151372917	151373064	151374017	151374106	3917	426,167	701,210	158,249	294,390	180	197	0.304423933864	1.0	0.399,0.465	0.37,0.411	0.042
3919	"ENSG00000006837.7"	"CDKL3"	chr5	-	133647982	133648071	133655048	133655188	133644264	133644418	133657481	133657594	3919	3,8	0,0	7,5	1,1	197	187	1	1.0	1.0,1.0	0.869,0.826	0.153
391	"ENSG00000135164.14"	"DMTF1"	chr7	+	86817513	86817617	86820260	86820343	86815144	86815296	86822513	86822669	391	1,7	147,128	1,1	110,106	197	181	0.269516143706	1.0	0.006,0.048	0.008,0.009	0.018
3920	"ENSG00000006837.7"	"CDKL3"	chr5	-	133647982	133648071	133655048	133655188	133643828	133644157	133657481	133657594	3920	2,7	1,0	6,5	1,1	197	187	0.600074777782	1.0	0.655,1.0	0.851,0.826	-0.011
3921	"ENSG00000121988.13"	"ZRANB3"	chr2	-	136103119	136103205	136107553	136107785	136072928	136073100	136111019	136111198	3921	26,12	18,33	8,10	10,11	197	184	0.766953171049	1.0	0.574,0.254	0.428,0.459	-0.03
3923	"ENSG00000205531.8"	"NAP1L4"	chr11	-	2974067	2974163	2975530	2975640	2973009	2973039	2975756	2975876	3923	8,12	2,2	14,7	2,1	197	194	0.76252065299	1.0	0.798,0.855	0.873,0.873	-0.046
3924	"ENSG00000151465.9"	"CDC123"	chr10	+	12252288	12252321	12257738	12257834	12251965	12252023	12259359	12259466	3924	49,261	86,477	128,129	239,260	131	194	0.637612653737	1.0	0.458,0.448	0.442,0.424	0.02
3925	"ENSG00000151465.9"	"CDC123"	chr10	+	12238128	12238318	12240703	12240775	12237963	12238022	12251965	12252023	3925	1,3	176,276	1,2	64,84	197	170	0.158513926867	1.0	0.005,0.009	0.013,0.02	-0.01
3927	"ENSG00000166986.8"	"MARS"	chr12	+	57883206	57883341	57883678	57883754	57883049	57883128	57883989	57884162	3927	405,192	162,153	210,256	100,105	197	174	0.289268129539	1.0	0.688,0.526	0.65,0.683	-0.06
3928	"ENSG00000102144.9"	"PGK1"	chrX	+	77372808	77372912	77373578	77373667	77369512	77369657	77378331	77378446	3928	1596,2391	978,1379	78,95	45,56	197	187	0.955142600971	1.0	0.608,0.622	0.622,0.617	-0.004
3929	"ENSG00000102144.9"	"PGK1"	chrX	+	77373547	77373667	77378331	77378446	77372808	77372912	77378691	77378871	3929	85,1570	114,1863	479,623	572,752	197	197	0.868585492418	1.0	0.427,0.457	0.456,0.453	-0.013
392	"ENSG00000135164.14"	"DMTF1"	chr7	+	86817407	86817617	86820260	86820343	86815144	86815296	86822513	86822669	392	101,25	147,128	56,59	110,106	197	181	0.322415873652	1.0	0.387,0.152	0.319,0.338	-0.059
3930	"ENSG00000063046.13"	"EIF4B"	chr12	+	53416276	53416390	53421565	53421703	53415589	53415644	53421798	53421972	3930	509,390	2091,967	441,424	1178,1167	197	197	0.215579099709	1.0	0.196,0.287	0.272,0.266	-0.028
3931	"ENSG00000140374.11"	"ETFA"	chr15	-	76576705	76576801	76577145	76577268	76576097	76576166	76577977	76578079	3931	7,4	0,0	7,5	2,1	197	194	1	1.0	1.0,1.0	0.775,0.831	0.197
3933	"ENSG00000140374.11"	"ETFA"	chr15	-	76566752	76566835	76576097	76576166	76523673	76523739	76577977	76578079	3933	665,485	243,375	544,467	295,255	167	181	0.917589917155	1.0	0.748,0.584	0.667,0.665	-0.0
3934	"ENSG00000018610.9"	"CXorf56"	chrX	-	118679425	118679467	118694230	118694348	118678315	118678454	118699194	118699397	3934	35,43	39,66	29,28	22,27	197	140	0.099171893196	1.0	0.389,0.316	0.484,0.424	-0.101
3935	"ENSG00000012211.8"	"PRICKLE3"	chrX	-	49035599	49035737	49036041	49036155	49034620	49034824	49040186	49040370	3935	32,40	24,26	34,40	23,27	197	197	0.922517685	1.0	0.571,0.606	0.596,0.597	-0.008
3936	"ENSG00000060762.14"	"MPC1"	chr6	-	166780456	166780672	166782220	166782449	166780282	166780379	166783705	166783709	3936	1,0	8,11	1,1	13,10	197	197	0.77477218972	1.0	0.111,0.0	0.071,0.091	-0.025
3937	"ENSG00000060762.14"	"MPC1"	chr6	-	166780456	166780672	166782220	166782436	166780282	166780379	166783705	166783709	3937	0,0	4,5	1,1	6,6	197	197	1	1.0	0.0,0.0	0.143,0.143	-0.143
3938	"ENSG00000060762.14"	"MPC1"	chr6	-	166780451	166780455	166783705	166783709	166780282	166780379	166796293	166796486	3938	165,85	0,1	113,119	0,0	102	102	0.839605106197	1.0	1.0,0.988	1.0,1.0	-0.006
3940	"ENSG00000176783.10"	"RUFY1"	chr5	+	179004075	179004137	179007947	179008013	178996302	178996426	179012796	179012866	3940	34,26	19,28	29,26	16,16	160	164	0.416773170288	1.0	0.647,0.488	0.65,0.625	-0.07
3942	"ENSG00000250151.5"	"ARPC4-TTLL3"	chr3	+	9841868	9841980	9843344	9843440	9839342	9839461	9845526	9845697	3942	358,242	361,231	321,262	325,295	197	194	0.536750643847	1.0	0.494,0.508	0.493,0.467	0.021
3943	"ENSG00000250151.5"	"ARPC4-TTLL3"	chr3	+	9857757	9857886	9859328	9859443	9854931	9855029	9862229	9862425	3943	56,58	28,9	48,46	16,15	197	197	0.82899534568	1.0	0.667,0.866	0.75,0.754	0.014
3944	"ENSG00000250151.5"	"ARPC4-TTLL3"	chr3	+	9857757	9857886	9859373	9859443	9854931	9855029	9862229	9862425	3944	49,45	1,2	38,41	2,3	197	168	0.421167353109	1.0	0.977,0.95	0.942,0.921	0.032
3946	"ENSG00000170271.6"	"FAXDC2"	chr5	-	154210360	154210482	154214402	154214494	154202946	154203152	154217690	154217738	3946	6,3	128,97	3,2	130,75	190	197	0.486122772338	1.0	0.046,0.031	0.023,0.027	0.013
3947	"ENSG00000170271.6"	"FAXDC2"	chr5	-	154203898	154204117	154210360	154210482	154203009	154203152	154214184	154214288	3947	13,121	0,1	59,57	0,0	197	197	0.68180546622	1.0	1.0,0.992	1.0,1.0	-0.004
3948	"ENSG00000041357.11"	"PSMA4"	chr15	+	78834518	78834561	78834824	78834987	78834246	78834272	78836531	78836609	3948	227,227	569,663	232,199	658,576	141	197	0.662170302652	1.0	0.358,0.324	0.33,0.326	0.013
3949	"ENSG00000041357.11"	"PSMA4"	chr15	+	78834824	78834987	78836531	78836609	78834518	78834561	78837210	78837299	3949	395,382	847,968	398,353	889,772	197	176	0.652479574319	1.0	0.294,0.261	0.286,0.29	-0.011
394	"ENSG00000135164.14"	"DMTF1"	chr7	+	86808860	86809018	86810624	86810657	86803908	86803985	86811543	86811653	394	16,119	4,14	35,44	9,9	197	131	0.223479829579	1.0	0.727,0.85	0.721,0.765	0.045
3950	"ENSG00000167112.7"	"TRUB2"	chr9	-	131077845	131077907	131079430	131079505	131076086	131076168	131083877	131084009	3950	65,67	92,119	30,32	47,52	173	160	0.979554526608	1.0	0.395,0.342	0.371,0.363	0.002
3951	"ENSG00000143442.17"	"POGZ"	chr1	-	151403141	151403317	151413403	151413562	151400598	151400889	151414556	151414681	3951	48,12	5,2	29,22	5,4	197	197	0.48003209786	1.0	0.906,0.857	0.853,0.846	0.032
3953	"ENSG00000180902.12"	"D2HGDH"	chr2	+	242690660	242690803	242695263	242695429	242689513	242689709	242707124	242708231	3953	1,22	2,26	5,6	9,9	197	197	0.577980694621	1.0	0.333,0.458	0.357,0.4	0.017
3954	"ENSG00000249319.1"	"AC068533.7"	chr7	+	65599266	65599361	65610429	65610487	65595730	65595829	65617194	65617228	3954	64,18	28,0	67,78	17,19	193	156	0.887828575739	1.0	0.649,1.0	0.761,0.768	0.06
3955	"ENSG00000249319.1"	"AC068533.7"	chr7	+	65595730	65595829	65599266	65599361	65592690	65592727	65610429	65610487	3955	43,15	50,9	26,26	47,46	197	193	0.0575861914943	1.0	0.457,0.62	0.351,0.356	0.185
3956	"ENSG00000023228.9"	"NDUFS1"	chr2	-	207014541	207014649	207017142	207017234	207013743	207013820	207018341	207018406	3956	131,88	189,239	109,94	214,180	190	197	0.946593314655	1.0	0.418,0.276	0.346,0.351	-0.002
3957	"ENSG00000023228.9"	"NDUFS1"	chr2	-	207014503	207014649	207017142	207017234	207013743	207013820	207024064	207024149	3957	0,0	4,0	1,1	2,2	190	197	1	1.0	0.0,NA	0.341,0.341	-0.341
3958	"ENSG00000048162.15"	"NOP16"	chr5	-	175813840	175813910	175815235	175815344	175812221	175812328	175815433	175815763	3958	280,198	306,191	178,174	198,228	197	168	0.262161511978	1.0	0.438,0.469	0.434,0.394	0.039
395	"ENSG00000135164.14"	"DMTF1"	chr7	+	86817354	86817617	86820260	86820343	86815144	86815296	86822513	86822669	395	2,0	147,128	1,2	110,106	197	181	0.492380714597	1.0	0.012,0.0	0.008,0.017	-0.007
3960	"ENSG00000256632.3"	"RP13-672B3.2"	chr12	+	133272469	133272632	133277835	133277955	133266848	133266962	133281204	133281380	3960	72,59	91,82	49,39	65,45	197	197	0.780410987035	1.0	0.442,0.418	0.43,0.464	-0.017
3961	"ENSG00000121749.11"	"TBC1D15"	chr12	+	72234880	72235011	72248564	72248633	72233538	72233591	72265849	72265948	3961	9,10	3,0	3,3	1,1	197	167	0.494617241135	1.0	0.718,1.0	0.718,0.718	0.141
3962	"ENSG00000121749.11"	"TBC1D15"	chr12	+	72234880	72235011	72255184	72255276	72233538	72233591	72265849	72265948	3962	7,8	0,0	4,3	1,1	197	190	1	1.0	1.0,1.0	0.794,0.743	0.232
3963	"ENSG00000121749.11"	"TBC1D15"	chr12	+	72248564	72248633	72255184	72255276	72233538	72233591	72265849	72265948	3963	3,0	0,1	1,1	1,1	167	190	0.837910994738	1.0	1.0,0.0	0.532,0.532	-0.032
3964	"ENSG00000121749.11"	"TBC1D15"	chr12	+	72274248	72274387	72278590	72278801	72266708	72266783	72287001	72287104	3964	149,112	60,33	123,93	50,33	197	197	0.691326960953	1.0	0.713,0.772	0.711,0.738	0.018
3965	"ENSG00000197622.8"	"CDC42SE1"	chr1	-	151027491	151027602	151028152	151028469	151026712	151026797	151029131	151029262	3965	2,8	64,286	6,4	179,155	197	197	0.942377367567	1.0	0.03,0.027	0.032,0.025	-0.0
3966	"ENSG00000197622.8"	"CDC42SE1"	chr1	-	151027491	151027602	151028152	151028469	151026706	151026797	151031954	151032249	3966	103,437	82,300	284,261	198,166	197	197	0.586379414316	1.0	0.557,0.593	0.589,0.611	-0.025
3967	"ENSG00000197622.8"	"CDC42SE1"	chr1	-	151028152	151028469	151029131	151029262	151027491	151027602	151031954	151032249	3967	21,21	617,507	28,20	603,566	197	197	0.719407414209	1.0	0.033,0.04	0.044,0.034	-0.002
3968	"ENSG00000197622.8"	"CDC42SE1"	chr1	-	151027458	151027602	151028152	151028469	151026712	151026797	151029131	151029262	3968	3,10	2,0	4,4	1,1	197	197	0.945443657827	1.0	0.6,1.0	0.8,0.8	0.0
3969	"ENSG00000181192.7"	"DHTKD1"	chr10	+	12149907	12150014	12154898	12155063	12143040	12143180	12159671	12159754	3969	2,0	41,35	1,1	18,16	197	197	0.301716267059	1.0	0.047,0.0	0.053,0.059	-0.032
396	"ENSG00000089177.13"	"KIF16B"	chr20	-	16316570	16316660	16336974	16337097	16292979	16293063	16351230	16351281	396	16,11	7,8	9,7	7,5	197	188	0.565400386321	1.0	0.686,0.568	0.551,0.572	0.066
3971	"ENSG00000040531.10"	"CTNS"	chr17	+	3543481	3543561	3558291	3558395	3540400	3540610	3558514	3558646	3971	8,17	4,12	10,7	10,7	178	197	0.397836353667	1.0	0.689,0.611	0.525,0.525	0.125
3972	"ENSG00000048028.7"	"USP28"	chr11	-	113688379	113688559	113694326	113694422	113685895	113686104	113697954	113698082	3972	28,22	13,8	31,31	13,11	194	197	0.829911612168	1.0	0.686,0.736	0.708,0.741	-0.013
3975	"ENSG00000048740.13"	"CELF2"	chr10	+	11259387	11259470	11291115	11291164	11207446	11207645	11299700	11299835	3975	21,32	2,4	7,7	3,3	181	147	0.0456699388035	1.0	0.895,0.867	0.655,0.655	0.226
3977	"ENSG00000123268.4"	"ATF1"	chr12	+	51189680	51189792	51207792	51207975	51173922	51174021	51208062	51208222	3977	1,3	40,221	2,2	99,98	197	197	0.662577025709	1.0	0.024,0.013	0.02,0.02	-0.002
3978	"ENSG00000123268.4"	"ATF1"	chr12	+	51189691	51189792	51207792	51207975	51173922	51174021	51208062	51208222	3978	18,121	40,221	46,45	99,98	197	197	0.521996798815	1.0	0.31,0.354	0.317,0.315	0.016
3979	"ENSG00000118705.12"	"RPN2"	chr20	+	35860698	35860794	35862422	35862498	35858375	35858462	35864982	35865112	3979	149,1268	64,498	453,414	184,173	194	174	0.872375448835	1.0	0.676,0.695	0.688,0.682	0.0
397	"ENSG00000170445.8"	"HARS"	chr5	-	140057492	140057600	140062684	140062804	140057239	140057338	140070439	140070529	397	45,72	111,119	57,43	110,98	197	197	0.818330283173	1.0	0.288,0.377	0.341,0.305	0.01
3980	"ENSG00000118705.12"	"RPN2"	chr20	+	35826799	35826895	35827452	35827628	35812582	35812776	35832287	35832363	3980	518,638	328,389	566,451	349,279	194	197	0.967635426988	1.0	0.616,0.625	0.622,0.621	-0.001
3981	"ENSG00000118705.12"	"RPN2"	chr20	+	35812582	35812776	35832292	35832363	35807732	35807772	35833169	35833304	3981	243,424	152,198	10,9	7,9	197	169	0.198905926216	1.0	0.578,0.648	0.551,0.462	0.106
3982	"ENSG00000118705.12"	"RPN2"	chr20	+	35812582	35812776	35832292	35832457	35807732	35807772	35833169	35833304	3982	243,424	0,2	10,9	0,0	197	197	1	1.0	1.0,0.995	1.0,1.0	-0.002
3983	"ENSG00000151500.10"	"THYN1"	chr11	-	134119060	134119156	134119721	134119814	134118702	134118853	134120168	134120237	3983	138,140	81,41	131,113	67,58	191	194	0.428167896268	1.0	0.634,0.776	0.665,0.664	0.04
3984	"ENSG00000168283.9"	"BMI1"	chr10	+	22617062	22617108	22617528	22617627	22616878	22616987	22617976	22618057	3984	89,117	76,117	98,102	70,76	144	197	0.174747198557	1.0	0.616,0.578	0.657,0.647	-0.055
3985	"ENSG00000168283.9"	"BMI1"	chr10	+	22617528	22617627	22617976	22618057	22616874	22617108	22618141	22618420	3985	28,210	23,170	81,111	55,72	197	179	0.280411667494	1.0	0.525,0.529	0.572,0.583	-0.05
3986	"ENSG00000133657.10"	"ATP13A3"	chr3	-	194134487	194134568	194140607	194140696	194123400	194126845	194146070	194146258	3986	4,27	2,33	12,14	8,11	187	179	0.470856403725	1.0	0.657,0.439	0.589,0.549	-0.021
3987	"ENSG00000052126.10"	"PLEKHA5"	chr12	+	19413882	19413955	19418683	19418784	19410366	19410471	19422703	19422819	3987	5,0	20,8	5,6	11,13	171	197	0.186124517234	1.0	0.224,0.0	0.344,0.347	-0.233
3988	"ENSG00000186480.8"	"INSIG1"	chr7	+	155089968	155090094	155090313	155090407	155089598	155089669	155094456	155094556	3988	24,162	6,13	1,2	1,0	197	192	0.0881714174187	1.0	0.796,0.924	0.494,1.0	0.113
3989	"ENSG00000119383.15"	"PPP2R4"	chr9	+	131885330	131885417	131899870	131899971	131882791	131882889	131904723	131904831	3989	45,87	193,314	3,4	10,11	185	197	0.391896042149	1.0	0.199,0.228	0.242,0.279	-0.047
398	"ENSG00000147050.10"	"KDM6A"	chrX	+	44919266	44919401	44919853	44920009	44918491	44918711	44920568	44920664	398	49,32	34,45	28,20	35,25	197	197	0.466854226125	1.0	0.59,0.416	0.444,0.444	0.059
3990	"ENSG00000119383.15"	"PPP2R4"	chr9	+	131885330	131885417	131891263	131891389	131882791	131882889	131893800	131893918	3990	134,105	128,136	121,91	130,97	185	197	0.843445799603	1.0	0.527,0.451	0.498,0.5	-0.01
3991	"ENSG00000119383.15"	"PPP2R4"	chr9	+	131891263	131891389	131893800	131893918	131885330	131885417	131897073	131897173	3991	21,155	18,135	46,64	41,52	197	197	0.909225199316	1.0	0.538,0.534	0.529,0.552	-0.004
3993	"ENSG00000161013.12"	"MGAT4B"	chr5	-	179226202	179226250	179226505	179226636	179225927	179226121	179226953	179227068	3993	80,19	70,0	56,53	65,52	197	146	0.0837004104284	1.0	0.459,1.0	0.39,0.43	0.32
3994	"ENSG00000138785.10"	"INTS12"	chr4	-	106624804	106624969	106629075	106629319	106621006	106621171	106629794	106629840	3994	2,1	5,11	1,1	3,4	197	197	0.710671077811	1.0	0.286,0.083	0.25,0.2	-0.041
3995	"ENSG00000272896.1"	"RP11-216L13.17"	chr9	+	139686077	139686229	139686398	139686482	139685830	139685876	139686702	139686810	3995	49,32	268,246	39,23	257,196	197	182	0.512475682423	1.0	0.145,0.107	0.123,0.098	0.015
3996	"ENSG00000272896.1"	"RP11-216L13.17"	chr9	+	139686162	139686229	139686398	139686482	139685830	139685876	139686702	139686810	3996	47,54	268,246	59,37	257,196	165	182	0.702938142588	1.0	0.162,0.195	0.202,0.172	-0.009
3997	"ENSG00000256591.1"	"RP11-286N22.8"	chr11	+	61205475	61205585	61213412	61213703	61205096	61205320	61249253	61249390	3997	107,70	1,2	127,85	2,2	197	197	0.909223000489	1.0	0.991,0.972	0.984,0.977	0.001
3998	"ENSG00000256591.1"	"RP11-286N22.8"	chr11	+	61205475	61205585	61213412	61213703	61197621	61197654	61249253	61249390	3998	1,3	6,10	2,1	11,9	197	197	0.613582620224	1.0	0.143,0.231	0.154,0.1	0.06
3999	"ENSG00000256591.1"	"RP11-286N22.8"	chr11	+	61205096	61205320	61205475	61205552	61197596	61197654	61213412	61213703	3999	200,152	1,3	148,117	2,1	197	175	0.907143465403	1.0	0.994,0.978	0.985,0.99	-0.002
3	"ENSG00000258830.1"	"RP11-123K3.4"	chr12	-	57682791	57682823	57686354	57686432	57677606	57677839	57689181	57689290	3	2,5	69,61	4,3	58,37	176	130	0.542511877322	1.0	0.021,0.057	0.048,0.057	-0.014
4000	"ENSG00000256591.1"	"RP11-286N22.8"	chr11	+	61205096	61205320	61205475	61205585	61197621	61197654	61213412	61213703	4000	203,183	91,81	173,126	94,66	197	197	0.278507847142	1.0	0.69,0.693	0.648,0.656	0.039
4003	"ENSG00000137171.10"	"KLC4"	chr6	+	43039304	43039357	43039589	43039660	43039012	43039112	43039884	43039993	4003	42,38	28,24	35,24	21,11	151	169	0.573048114587	1.0	0.627,0.639	0.651,0.709	-0.047
4004	"ENSG00000099949.14"	"LZTR1"	chr22	+	21340129	21340186	21341792	21341872	21337315	21337378	21342298	21342407	4004	91,48	128,70	74,51	91,68	155	178	0.560701430828	1.0	0.449,0.441	0.483,0.463	-0.028
4005	"ENSG00000168958.15"	"MFF"	chr2	+	228211941	228212100	228217229	228217289	228205007	228205096	228220392	228220477	4005	55,51	41,24	52,28	40,25	197	158	0.283678204062	1.0	0.518,0.63	0.51,0.473	0.083
4006	"ENSG00000168958.15"	"MFF"	chr2	+	228207460	228207535	228217229	228217289	228205007	228205096	228220392	228220477	4006	12,8	41,24	9,6	40,25	173	158	0.502572984957	1.0	0.211,0.233	0.17,0.18	0.047
4007	"ENSG00000168958.15"	"MFF"	chr2	+	228207460	228207535	228211941	228212100	228205007	228205096	228220392	228220477	4007	12,8	55,51	9,6	52,28	173	197	0.908894010471	1.0	0.199,0.152	0.165,0.196	-0.005
4008	"ENSG00000143033.13"	"MTF2"	chr1	+	93592788	93592856	93594834	93595005	93584889	93584958	93599259	93599365	4008	7,4	176,143	6,5	118,94	166	197	0.331425168692	1.0	0.045,0.032	0.057,0.059	-0.019
400	"ENSG00000203995.5"	"ZYG11A"	chr1	+	53343596	53343641	53346272	53346501	53343353	53343515	53347142	53347337	400	14,14	15,5	17,12	11,6	143	197	0.776358773072	1.0	0.563,0.794	0.68,0.734	-0.029
4010	"ENSG00000136270.9"	"TBRG4"	chr7	-	45143697	45143855	45144136	45144308	45142931	45143042	45145039	45145363	4010	106,157	166,193	84,73	128,98	197	197	0.797636772813	1.0	0.39,0.449	0.396,0.427	0.008
4011	"ENSG00000136270.9"	"TBRG4"	chr7	-	45143697	45143855	45144136	45144345	45142931	45143042	45145039	45147063	4011	4,10	166,188	3,2	121,99	197	197	0.47799896607	1.0	0.024,0.051	0.024,0.02	0.015
4012	"ENSG00000168883.15"	"USP39"	chr2	+	85852661	85852814	85857843	85858069	85850768	85850905	85863175	85863253	4012	270,118	95,13	135,169	43,52	197	197	0.251079755841	1.0	0.74,0.901	0.758,0.765	0.059
4013	"ENSG00000134575.5"	"ACP2"	chr11	-	47266285	47266418	47266855	47266945	47264789	47264872	47267232	47267385	4013	2,4	37,19	4,3	28,19	188	197	0.631154963017	1.0	0.054,0.181	0.13,0.142	-0.019
4014	"ENSG00000134575.5"	"ACP2"	chr11	-	47266285	47266418	47266855	47266978	47264789	47264872	47267232	47267385	4014	2,4	37,19	4,3	28,19	197	197	0.613806797377	1.0	0.051,0.174	0.125,0.136	-0.018
4015	"ENSG00000134575.5"	"ACP2"	chr11	-	47266285	47266418	47266855	47266973	47264789	47264872	47267232	47267385	4015	2,4	37,19	4,3	28,19	197	197	0.613806797377	1.0	0.051,0.174	0.125,0.136	-0.018
4016	"ENSG00000090924.10"	"PLEKHG2"	chr19	+	39911588	39911636	39911714	39911753	39911390	39911492	39911922	39911939	4016	15,9	11,4	13,8	9,8	146	137	0.623075153474	1.0	0.561,0.679	0.575,0.484	0.091
